,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
47470,0,0.9999999,39,0,0.214915644,5215.0,6,0,0,0,0.0
146582,1,0.884873589,25,0,0.320441989,3800.0,7,0,0,0,1.0
37508,0,0.169367943,50,0,0.536480142,7880.0,9,0,2,1,0.0
117585,0,0.623488774,56,0,1335.0,,3,0,1,0,0.0
71112,0,0.0,56,0,1185.0,,6,0,2,0,0.0
118228,0,0.568655517,53,2,0.560654248,2200.0,7,0,0,0,0.0
26686,0,0.163499592,46,0,1526.0,,3,0,1,0,0.0
117673,0,0.009107412,68,0,0.02372035,800.0,10,0,0,0,0.0
51372,0,0.9999999,22,0,151.0,,1,0,0,0,0.0
119353,0,0.488398671,50,0,0.448641391,28300.0,16,0,5,0,2.0
52127,0,0.353861163,67,1,0.307199007,4833.0,9,0,0,0,0.0
74881,0,0.022223271,38,0,0.287032764,4333.0,8,0,1,0,0.0
88662,0,0.117897596,33,0,0.336838476,5800.0,4,0,1,0,1.0
142574,0,0.011016483,65,0,0.103390035,8288.0,6,0,1,0,0.0
137083,0,0.230073119,58,2,0.901610413,4532.0,18,0,1,0,0.0
111309,0,0.043165639,69,0,0.180427603,5752.0,6,0,1,0,1.0
145931,0,1.973421927,51,0,0.015210778,2300.0,1,1,0,1,0.0
100439,0,0.0,49,0,0.174204201,10900.0,9,0,1,0,2.0
115854,0,0.05196243,76,0,2362.0,,8,0,2,0,0.0
139764,0,0.008374791,60,0,0.032217748,7200.0,7,0,0,0,0.0
2942,0,0.0,64,0,0.0,7383.0,9,0,0,0,0.0
102483,0,0.022891015,55,0,43.0,,3,0,0,0,0.0
28324,0,0.032132262,53,0,0.400252753,5538.0,4,0,1,0,0.0
70398,1,1.532311792,65,1,482.0,,1,5,0,0,0.0
28087,1,0.0,73,1,0.671875,1727.0,3,0,1,1,0.0
145009,0,0.149396265,31,0,0.598100475,4000.0,5,0,2,0,0.0
48104,0,0.0,32,1,1974.0,,4,0,1,0,0.0
65358,0,0.0,73,0,0.15514081,6000.0,4,0,1,0,0.0
147692,0,0.0,57,0,2043.0,,6,0,2,0,
71235,0,0.0,35,0,0.257005604,1248.0,6,0,0,0,0.0
110344,0,0.08828067,41,0,1919.0,,7,0,1,0,0.0
139717,0,0.050099999,77,0,104.0,,8,0,0,0,0.0
129737,0,0.12972578,39,1,0.017012386,6700.0,13,0,0,0,0.0
113575,1,0.876123876,41,1,220.0,,4,3,0,0,0.0
149033,0,0.043341787,47,0,0.302961705,5300.0,11,0,1,0,3.0
60133,0,0.269254221,74,1,1.996832937,1262.0,16,0,1,0,0.0
49170,0,0.379713584,28,0,0.484131923,1606.0,10,0,0,0,0.0
11960,0,0.625861348,65,0,0.75671172,5400.0,19,0,1,0,0.0
53512,0,0.040664045,89,0,0.013317337,8334.0,11,0,0,0,0.0
118425,0,0.489351325,41,0,1400.0,,13,0,0,0,3.0
132105,0,0.030314483,67,0,0.001480443,12833.0,4,0,1,0,1.0
104413,0,0.016935211,62,0,2575.0,,16,0,2,0,
133995,0,0.050684397,32,0,2004.0,0.0,19,0,1,0,2.0
15761,0,0.620575787,70,0,5863.0,,9,0,2,0,0.0
79847,0,0.09548389,69,1,0.190940453,6666.0,14,0,1,0,0.0
14786,0,0.005222397,68,0,1724.0,,4,0,1,0,0.0
31632,0,0.024472781,41,0,0.008213552,7791.0,9,0,0,0,1.0
41892,0,0.019692873,43,0,1068.0,,8,0,0,0,0.0
117239,0,0.540241026,55,0,0.242739029,4716.0,5,0,1,0,0.0
24980,0,0.014384062,41,1,0.185830596,7000.0,10,0,2,0,3.0
29170,0,0.706586826,23,0,0.004759638,2100.0,1,0,0,0,0.0
132299,0,0.438212768,40,0,0.647341064,2500.0,11,0,0,0,3.0
62730,0,0.378503206,64,0,0.503967522,5418.0,6,0,1,0,1.0
129443,0,0.097266832,81,0,0.004548094,10333.0,3,0,0,0,0.0
109613,0,0.982952834,46,1,0.441945977,7070.0,8,0,1,1,0.0
136955,0,0.353639488,24,0,0.250460405,2171.0,3,0,0,0,1.0
50966,0,0.078129698,40,0,0.517115633,8500.0,9,0,2,0,2.0
70426,0,0.744255744,22,0,363.0,,4,0,0,0,0.0
9036,0,0.22338195,62,0,0.411219181,4420.0,8,0,1,0,0.0
87612,0,0.0,68,1,0.106524805,7800.0,6,0,1,0,0.0
1539,0,0.955236854,63,0,65.0,,1,0,0,0,2.0
73095,0,5994.0,36,0,0.469271693,5450.0,6,0,1,0,0.0
133999,0,0.102070984,63,0,2.836327345,500.0,10,0,1,0,0.0
19294,0,0.754930354,51,0,0.133011207,14900.0,8,0,2,0,1.0
19162,0,0.225310673,51,0,2639.0,,12,0,1,0,3.0
65326,0,0.301024702,43,0,0.521217507,4500.0,6,0,2,0,0.0
83783,0,0.195260893,51,0,2.331880528,7800.0,10,0,8,0,0.0
75038,0,0.077665036,66,0,0.291598269,6700.0,16,0,1,0,0.0
145968,0,0.710255069,44,0,0.463768116,8900.0,7,0,2,0,4.0
18249,0,0.466660993,61,3,0.272673803,8500.0,11,0,1,0,0.0
26344,0,0.086665473,40,0,3746.0,,8,0,2,0,0.0
37580,1,0.154285288,47,1,0.423365428,17863.0,13,0,2,0,2.0
136242,0,0.184731784,55,0,0.836268606,8800.0,18,0,3,0,2.0
106956,0,0.007805292,35,0,0.004945055,1819.0,5,0,0,0,0.0
141431,0,0.0,91,0,0.219403814,5400.0,9,0,2,0,0.0
41369,0,0.384540356,34,0,0.442654818,3600.0,5,0,2,0,0.0
39869,0,0.050179211,59,0,0.164696764,5160.0,8,0,0,0,0.0
110257,0,0.9999999,29,0,284.0,,2,0,0,0,2.0
132689,0,0.480303602,51,0,1.243752403,2600.0,14,0,1,0,1.0
115745,0,0.631044871,67,1,0.325457374,13500.0,15,0,2,0,1.0
123366,0,0.765375391,33,0,0.593762495,2500.0,14,0,0,0,0.0
45913,1,0.9999999,34,0,0.015546918,1800.0,0,0,0,0,0.0
65349,1,0.922514901,26,1,776.0,,6,0,0,2,0.0
92147,0,0.934956405,50,0,0.249711575,7800.0,9,0,1,0,2.0
46658,0,0.719109591,48,1,0.445259123,6000.0,10,0,1,0,2.0
65023,0,0.004161707,60,0,0.093221585,6800.0,9,0,1,0,1.0
48220,1,0.857349322,36,1,0.776011561,2075.0,9,0,0,0,2.0
9194,0,0.099800399,23,0,9.0,0.0,1,0,0,0,0.0
148146,0,0.143265248,56,0,0.113349046,9333.0,8,0,1,0,0.0
25622,1,1.157728707,46,0,0.341382182,1200.0,4,0,0,1,1.0
86465,0,0.603066156,59,0,108.0,,5,0,0,0,0.0
21005,0,0.007332519,87,0,0.003117693,1282.0,4,0,0,0,0.0
91804,0,0.9999999,22,0,0.0,820.0,3,0,0,0,0.0
121426,1,1.050794921,30,2,0.487225977,6066.0,8,0,2,3,0.0
131570,0,0.541130657,53,0,0.323882721,17564.0,14,0,2,0,0.0
40818,0,0.054368204,46,0,0.227567455,4780.0,6,0,0,0,1.0
108882,0,0.138538899,54,0,0.249488934,11250.0,8,0,1,0,4.0
136342,0,0.9999999,80,0,0.0,3450.0,0,0,0,0,0.0
14681,0,0.835388204,56,0,0.016796641,5000.0,3,0,0,0,1.0
46035,0,0.029049916,78,0,0.003496503,4575.0,4,0,0,0,0.0
125293,1,0.24859227,50,0,1.172327857,10833.0,22,0,2,0,0.0
141759,0,0.682045422,46,0,0.345700955,4500.0,10,0,0,0,0.0
144879,0,0.001130336,59,0,0.0,,2,0,0,0,0.0
11082,0,0.0,64,0,0.119547658,2475.0,2,0,0,0,0.0
97489,1,0.911043458,35,3,0.342370152,7450.0,7,0,1,0,2.0
131484,0,0.4273082,52,0,3136.0,,13,0,3,0,2.0
88559,0,0.058380125,85,0,0.06237505,5001.0,2,0,1,0,0.0
144563,0,0.055502723,59,1,0.146280493,11600.0,5,0,1,0,1.0
48401,0,0.249169435,44,2,1.143966126,4250.0,13,3,1,0,2.0
126257,0,0.01288202,77,0,0.110813909,2616.0,10,0,0,0,0.0
119573,0,0.554119616,63,0,0.900107411,930.0,16,0,0,0,0.0
83320,0,0.571201175,35,0,0.273454388,4625.0,11,0,0,0,3.0
93620,0,0.013159702,79,0,0.103116944,4266.0,12,0,1,0,0.0
104277,0,0.300888517,53,0,0.402913221,8100.0,9,0,1,0,1.0
63454,0,0.0,42,0,1.233941515,4000.0,8,0,4,0,1.0
1875,0,0.007318071,64,0,419.0,,7,0,0,0,0.0
93176,0,0.404290307,40,0,0.784047989,4500.0,15,0,2,0,2.0
28115,0,0.179209674,75,0,0.179666085,4012.0,8,0,0,0,0.0
19115,0,0.117235346,40,0,0.062580764,5416.0,3,0,0,0,0.0
60308,0,0.0,65,0,0.128658089,15000.0,6,0,1,0,0.0
22876,0,1.073211314,29,0,0.216600089,2252.0,4,0,0,1,1.0
100686,0,0.105946111,29,0,0.691525979,6100.0,8,0,3,0,0.0
133633,0,0.016214957,46,0,1.311071268,2230.0,11,0,2,0,3.0
65360,0,0.0,60,0,3.0,,1,0,0,0,0.0
16430,0,0.012849679,80,0,2134.0,,6,0,1,0,0.0
39509,0,0.9999999,58,0,0.30514921,3417.0,1,0,1,0,0.0
141741,0,0.013015496,72,0,0.00595618,4700.0,10,0,0,0,0.0
121112,0,0.303387158,33,0,0.325253749,6600.0,10,0,1,0,4.0
54975,0,0.331903913,62,0,0.330124051,5400.0,7,0,1,0,1.0
83211,0,0.410704651,53,4,0.807444853,2175.0,8,0,1,0,2.0
49019,0,0.362977836,62,0,2724.0,,18,0,1,0,0.0
76878,0,0.080086012,51,0,1259.0,,6,0,0,0,1.0
132373,0,0.0,71,0,1616.0,,4,0,2,0,1.0
131428,0,0.049901628,60,0,0.271045521,4810.0,8,0,1,0,1.0
90007,0,0.044451775,50,0,2184.0,,8,0,1,0,4.0
54244,1,0.0,36,1,0.599189021,3205.0,6,1,1,2,2.0
123502,0,0.259636698,52,0,1852.0,,12,0,1,0,2.0
103533,0,0.40369633,56,1,0.276004218,10430.0,8,0,1,0,0.0
53154,0,0.0,69,0,248.0,,8,0,0,0,0.0
113080,0,0.603634089,58,0,0.522947541,19500.0,22,0,2,0,0.0
44385,0,0.01160135,51,0,0.027099458,50000.0,19,0,1,0,0.0
39363,0,0.046196019,66,0,0.203544248,18000.0,8,0,1,0,0.0
93862,0,0.845519731,30,0,0.107764053,7933.0,4,0,0,0,3.0
114950,1,0.24793033,25,0,0.091533896,3200.0,6,0,0,0,0.0
135360,0,0.9999999,77,0,0.0,,4,0,0,0,0.0
38957,0,0.09662305,50,0,0.308616088,5245.0,7,0,1,0,0.0
21701,0,0.232402687,41,2,0.106578684,5000.0,8,0,0,0,0.0
106707,0,0.0,63,0,0.433008526,3283.0,10,0,1,0,0.0
26451,0,0.032664852,60,0,0.511929107,4400.0,9,0,1,0,0.0
6356,0,0.000656515,67,0,0.001849797,8108.0,8,0,0,0,0.0
48086,1,0.984185453,40,3,0.696919578,4836.0,22,0,1,0,1.0
97457,0,0.048444759,71,0,0.199003138,5416.0,7,0,1,0,0.0
96646,0,0.071123852,49,0,0.217090417,6646.0,6,0,1,0,0.0
26395,0,0.229443152,78,0,0.303107489,5888.0,15,0,2,0,1.0
59512,0,0.031176104,63,0,0.241219848,8000.0,8,0,2,0,0.0
61812,1,1.06942516,46,9,0.346173868,1920.0,11,1,0,1,1.0
14145,1,0.093460415,59,1,0.396800711,4500.0,12,0,1,0,0.0
116223,0,0.045186088,53,0,60.0,,8,0,0,0,1.0
23214,1,0.828524869,40,0,0.123687631,10000.0,5,0,0,0,0.0
117313,1,0.9999999,33,2,0.103498971,3400.0,1,2,0,0,1.0
2175,0,0.058047098,47,0,0.066564358,10425.0,3,0,0,0,3.0
76487,0,0.211509412,69,1,0.57659324,5946.0,30,0,1,0,0.0
118099,0,0.029999761,61,0,1291.0,,14,0,0,0,
136527,0,0.039884575,61,0,52.0,,7,0,0,0,0.0
37411,0,0.653707304,30,2,0.140619793,3000.0,6,0,0,1,0.0
57635,0,0.03887618,59,0,2393.0,,11,0,1,0,0.0
149187,0,0.056928631,23,0,6.0,0.0,2,0,0,0,0.0
76100,0,1.13027604,51,0,0.504859504,15124.0,22,0,2,0,0.0
83494,0,0.220125996,58,0,0.141327623,1400.0,2,0,0,0,0.0
144087,0,0.51736949,51,0,0.320445672,10500.0,9,0,1,0,0.0
136086,0,0.883411741,29,0,0.523553163,5200.0,13,0,1,0,1.0
68639,0,0.0,74,0,0.326739927,1364.0,8,0,0,0,0.0
16090,0,0.386900375,80,0,3248.0,,10,0,1,0,0.0
46642,0,0.716566866,21,0,0.086378738,300.0,2,0,0,0,0.0
90505,0,0.045058592,43,0,3364.0,,10,0,2,0,0.0
96328,0,0.34147361,34,1,0.457345242,3246.0,16,0,1,0,4.0
34472,0,0.001417597,79,0,9.52e-05,10500.0,6,0,0,0,0.0
85837,0,0.9999999,42,0,302.0,,3,0,0,0,2.0
17725,0,0.002485925,80,1,0.323173868,7775.0,21,0,1,0,1.0
27708,0,0.9999999,59,0,0.0,14550.0,3,0,0,0,0.0
74809,0,0.545384281,33,3,2268.0,,14,0,2,0,1.0
114768,0,0.055559028,82,0,25.0,,4,0,0,0,0.0
143037,0,0.574333121,33,0,1.574106473,4000.0,11,0,2,0,0.0
40890,0,0.707996707,39,6,0.446707589,3583.0,7,0,0,0,2.0
111519,0,0.426977527,65,0,0.238258416,4960.0,3,0,1,0,1.0
114470,1,0.875555794,56,0,0.675148362,12300.0,19,0,6,0,0.0
91524,0,0.044086943,51,0,2333.0,,13,0,2,0,0.0
40235,0,0.0,47,0,0.141484045,2600.0,5,0,0,0,0.0
38877,0,0.018170019,45,1,0.838714965,6100.0,11,0,4,0,4.0
19840,0,0.329716994,59,0,0.747126437,2522.0,9,0,1,0,0.0
7129,0,0.331963164,43,0,0.262207846,9583.0,9,0,1,0,0.0
122489,0,0.046827665,67,0,0.126782776,14583.0,18,0,1,0,1.0
53041,1,0.9999999,36,0,0.167708073,4000.0,1,4,0,0,0.0
52627,0,0.11698621,40,0,0.225925485,8400.0,15,0,2,0,2.0
114553,0,0.374853114,41,0,0.434442836,3454.0,5,1,0,0,1.0
81004,0,0.093162735,33,0,0.436013249,3320.0,7,0,1,0,0.0
40157,0,0.781881583,39,2,0.260217552,9468.0,16,0,0,1,1.0
121774,0,0.032989848,42,0,0.024507448,2080.0,6,0,0,0,2.0
66448,0,0.013354385,58,4,0.317623536,3500.0,15,1,1,0,0.0
87784,0,0.0,66,0,655.0,,10,0,1,0,0.0
6874,0,0.205806922,69,0,0.217862481,2675.0,9,0,0,0,0.0
84538,0,0.270354452,56,0,0.433818687,13666.0,10,0,1,0,0.0
42858,0,0.023067923,63,0,1.30989011,1819.0,13,0,2,0,0.0
36963,0,0.589589399,43,0,0.142385831,5758.0,10,0,0,0,0.0
86074,0,0.163033479,69,0,1357.0,,5,0,2,0,0.0
145224,0,0.751624972,47,0,0.500735465,12916.0,16,0,2,0,3.0
126285,0,0.0,42,0,1391.0,,4,0,1,0,0.0
47921,0,0.163341835,61,0,0.408520527,6454.0,17,0,1,0,0.0
95273,1,0.120240237,43,0,0.477932212,4100.0,16,1,1,0,3.0
114488,0,0.008021535,87,0,0.002989943,7357.0,8,0,0,0,0.0
58669,0,0.383002073,54,0,0.07700486,6583.0,7,0,0,0,0.0
133634,0,0.11097002,58,0,0.110396846,11666.0,6,0,2,0,2.0
101492,0,0.165157698,52,0,0.32591623,4583.0,9,0,1,0,0.0
66477,0,0.9999999,35,1,2723.0,,3,0,1,0,0.0
102358,0,0.514511332,32,0,0.106879314,4200.0,4,0,0,0,0.0
76829,0,0.171498799,62,0,0.416013712,4083.0,11,0,2,0,0.0
101289,0,0.954760652,50,1,0.167095116,3500.0,5,0,0,0,5.0
49012,0,0.684222081,60,0,3976.0,,25,0,2,0,2.0
95650,1,0.9999999,31,2,0.021191523,2500.0,1,0,0,0,3.0
62588,0,0.081444165,38,0,0.178266178,13103.0,10,0,1,0,2.0
101837,0,0.721129338,30,0,0.128331439,7916.0,7,0,0,0,0.0
81906,0,0.065092575,76,0,51.0,,1,0,0,0,0.0
60285,0,0.002380606,51,0,0.178527382,30000.0,13,0,1,0,0.0
25453,0,0.063482843,87,0,0.334851936,5706.0,4,0,1,0,1.0
144004,0,0.745025604,45,1,0.448337292,3367.0,13,0,0,1,2.0
62257,0,0.095916663,61,0,0.474004639,10347.0,12,0,3,0,0.0
76453,0,0.9999999,50,1,0.648468708,750.0,2,0,0,0,1.0
80017,0,0.010810946,56,0,0.369530755,6307.0,21,0,2,0,2.0
58298,0,0.205631016,38,0,0.809226594,3684.0,8,0,2,0,2.0
90227,0,0.072245085,65,0,668.0,,5,0,0,0,0.0
139901,0,0.074266374,42,0,0.24606723,6038.0,4,0,1,0,2.0
112923,0,0.846034215,29,0,0.116402116,1889.0,2,0,0,0,0.0
14639,0,0.07682127,38,1,0.57117595,7916.0,7,0,2,0,2.0
66511,0,0.022847329,44,0,0.186009955,11450.0,7,0,1,0,3.0
147073,0,0.325321022,41,0,2470.0,,10,0,2,0,5.0
65062,0,0.039246729,74,0,0.004665112,3000.0,2,0,0,0,0.0
5255,0,0.0,73,0,0.330266973,10000.0,6,0,2,0,1.0
6975,0,0.0,30,0,0.466844385,3000.0,4,0,1,0,0.0
53441,0,0.000405582,69,0,0.249830278,5891.0,16,0,1,0,0.0
35770,0,0.0,85,0,0.0,,4,2,0,0,0.0
1953,0,0.087409383,39,0,0.389115063,4666.0,6,0,2,0,1.0
19671,0,0.135747438,44,0,0.029453015,6416.0,4,0,0,0,0.0
57564,0,1.109578084,28,1,0.331333733,5000.0,5,1,1,1,2.0
82784,0,0.031592685,53,0,0.250907863,11840.0,16,0,3,0,0.0
31957,0,0.095436807,68,0,0.664938912,2700.0,13,0,2,0,0.0
43800,0,0.031214838,58,0,0.355076276,1900.0,6,0,1,0,0.0
77477,0,0.127294588,71,0,0.271513632,15954.0,22,0,3,0,0.0
47749,0,0.010608234,70,0,1.397163121,845.0,5,0,1,0,0.0
67503,0,0.187614852,71,0,4040.0,,6,1,1,0,0.0
80114,0,0.104438451,32,0,0.206391716,5600.0,17,0,0,0,0.0
90990,0,0.092447031,47,1,0.329630041,9000.0,21,0,2,1,0.0
4728,0,0.013669372,51,0,0.185600361,13291.0,9,0,2,0,1.0
106478,0,0.047847608,65,0,0.007360673,3803.0,2,0,0,0,0.0
91936,0,0.0,44,0,0.427228786,3723.0,4,0,1,0,0.0
11751,0,0.160987616,26,0,0.111901557,5200.0,5,0,0,0,2.0
53747,1,0.0,49,3,0.289413307,3050.0,5,0,0,0,1.0
14772,0,0.016120724,71,1,0.477321814,8333.0,15,0,2,0,0.0
76803,0,0.925095449,50,1,2354.0,,12,0,0,1,2.0
37515,0,0.127112958,63,0,0.20626607,10500.0,20,0,1,0,0.0
73050,1,0.937354215,43,1,0.380330579,6049.0,4,0,1,0,3.0
10767,1,0.51795338,52,0,0.268187223,9250.0,11,0,2,1,2.0
66095,0,0.055554012,45,0,0.2639904,9166.0,6,0,2,1,0.0
133709,1,0.9999999,50,1,0.160661955,5800.0,2,0,0,0,0.0
71022,0,0.505074746,45,0,0.520956587,12000.0,8,0,2,0,2.0
138769,0,0.057738408,60,0,1578.0,,7,0,1,0,0.0
35938,0,0.530056942,57,0,0.517664311,7500.0,21,0,1,0,2.0
31048,0,0.333583321,35,0,0.471657577,6050.0,7,0,1,0,1.0
15821,0,0.9999999,63,0,11.0,,2,0,0,0,0.0
102087,0,0.225216942,27,0,0.399941185,6800.0,10,0,1,0,3.0
107690,0,0.9999999,86,0,0.0,,4,0,0,0,0.0
145178,1,0.947815368,30,0,849.0,,4,2,0,1,0.0
63592,0,0.696541602,57,0,3854.0,,13,0,2,0,0.0
64499,0,0.364734419,30,0,0.336993563,2640.0,15,0,1,0,0.0
1109,0,0.087910156,54,0,0.520623969,20000.0,8,0,3,0,2.0
32902,0,0.200307282,66,0,0.279737681,43000.0,28,0,6,0,1.0
42857,0,0.00059996,91,0,0.0,,4,0,0,0,
83130,0,0.9999999,33,0,0.139235987,2800.0,4,0,0,0,0.0
61645,0,0.300149897,65,0,0.732965009,14660.0,23,0,5,0,0.0
70595,0,0.375947314,42,0,0.076656204,6052.0,5,0,0,0,3.0
21745,0,0.210382157,58,0,314.0,,3,0,0,0,2.0
138403,0,0.0,58,0,2010.0,,7,0,2,0,0.0
20327,0,0.137117878,49,0,0.494495506,9900.0,11,0,4,0,2.0
43976,0,0.838216178,52,0,0.267323281,11472.0,8,0,1,0,2.0
41489,0,0.102500998,65,0,2596.0,,19,0,2,0,0.0
62448,0,0.430466758,44,0,0.385176956,6300.0,7,0,1,0,2.0
115332,0,0.0,53,0,0.470652935,10000.0,6,0,2,0,3.0
132631,0,0.07378878,70,0,0.131393411,7800.0,7,0,2,0,0.0
57791,0,0.553383653,30,0,0.322250331,8300.0,9,0,1,0,1.0
147382,0,0.100739045,40,0,0.334666476,7000.0,14,0,1,0,2.0
102201,0,0.281557216,33,0,0.106019579,4800.0,4,0,0,0,0.0
74799,0,0.000130716,52,0,1262.0,,10,0,1,0,0.0
126892,0,0.126979535,62,0,1654.0,,8,0,2,0,0.0
34270,1,0.75756061,40,3,0.524241933,6166.0,8,2,2,2,1.0
141205,0,0.110274189,61,0,0.113348248,14750.0,10,0,1,0,0.0
67462,0,0.902936569,52,0,0.508039357,12500.0,6,0,2,0,3.0
79116,0,0.041660898,67,1,1.24910481,10332.0,11,0,5,0,0.0
95136,0,0.083633085,77,0,0.14557425,5467.0,15,0,0,0,1.0
59366,0,0.008313623,46,0,0.305453249,8416.0,7,0,1,0,1.0
19355,0,0.02552047,71,0,0.377905524,4000.0,10,0,1,0,0.0
123544,0,0.06032663,27,0,0.562860438,2600.0,2,0,1,0,0.0
12890,0,0.054660832,63,0,0.026212283,71950.0,8,0,2,0,0.0
108240,0,0.631541354,61,0,3488.0,,7,0,1,0,0.0
141362,0,0.271865551,78,0,0.313422264,8470.0,9,0,2,0,0.0
120717,0,0.154753525,40,1,0.459654035,10000.0,10,0,3,0,1.0
83951,1,0.637362637,25,1,0.0223398,1700.0,2,0,0,0,0.0
16629,0,0.063159342,42,0,0.11262198,6250.0,4,0,1,0,0.0
47226,0,0.229548153,52,4,0.223173595,7240.0,8,0,2,0,0.0
981,0,0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2.0
136096,0,0.053535609,51,0,0.29055912,12000.0,9,0,2,0,4.0
130270,0,0.039143338,47,0,3396.0,,12,0,1,0,2.0
147974,0,0.032405355,68,0,0.200636163,4086.0,12,0,1,0,0.0
31940,0,0.476082229,44,1,0.439048488,13157.0,12,0,2,0,0.0
4205,0,0.9999999,30,1,0.143010177,5600.0,2,0,0,0,2.0
113892,0,0.010989881,46,0,15.0,,8,0,0,0,0.0
81652,0,0.840879874,44,3,1478.0,,4,1,0,1,0.0
2772,0,0.0,63,0,0.24150905,9833.0,5,0,1,0,1.0
107949,0,0.0,76,0,1117.0,,6,0,1,0,0.0
65518,0,0.568660996,66,1,0.372477731,5500.0,7,0,1,0,0.0
47496,0,0.002190372,55,1,0.948480165,1940.0,8,0,1,0,2.0
44072,0,0.290809705,56,0,0.370648734,15167.0,25,0,1,0,2.0
76838,0,0.016092444,70,0,50.0,,8,0,0,0,
88674,0,0.166799093,51,0,0.14717363,6916.0,9,0,1,0,2.0
73217,0,0.0,44,1,0.355783919,7200.0,7,0,2,1,1.0
65414,0,0.004190277,38,0,2033.0,,11,0,2,0,0.0
51301,0,0.165981705,41,0,0.319400049,12200.0,10,0,3,0,1.0
101362,0,0.058027304,39,0,0.363527295,5000.0,9,0,1,0,0.0
54737,0,0.004128766,75,0,53.0,,4,0,0,0,
84953,0,0.018737182,41,0,1118.0,0.0,13,0,1,0,0.0
61255,0,0.733145708,50,1,0.319493207,6550.0,11,0,1,0,0.0
87713,0,0.001479412,36,0,0.00049975,2000.0,7,0,0,0,4.0
26965,0,0.89415248,50,0,0.108874959,3030.0,3,0,0,0,2.0
55378,0,0.236119488,71,0,0.386377427,6591.0,8,0,1,0,0.0
68075,0,0.118236921,59,0,0.553956032,8960.0,8,0,3,0,1.0
29362,1,0.779468507,41,1,2.147901399,1500.0,12,0,3,0,3.0
49164,0,0.806441611,46,0,1.380585516,1946.0,21,0,2,0,0.0
101358,0,0.483047197,40,0,0.389624426,3700.0,11,0,0,0,2.0
77247,0,0.055562802,41,0,0.259674033,10000.0,8,0,2,0,2.0
9318,1,0.9999999,31,0,0.102179564,5000.0,1,0,0,0,0.0
111215,0,0.033995751,67,0,13.0,,9,0,0,0,0.0
148661,0,0.284273309,57,0,0.217627762,11583.0,3,0,1,0,3.0
72963,0,0.107048342,50,0,0.653052542,9401.0,16,0,1,0,1.0
125920,0,0.303260465,59,0,0.333566643,10000.0,16,0,2,0,1.0
111550,0,0.240964689,65,1,0.230276972,10000.0,9,0,1,0,1.0
83600,0,0.093006849,62,0,0.298106292,1636.0,13,0,0,0,0.0
140900,0,0.020187689,81,0,0.140464884,4000.0,13,0,0,0,0.0
30148,0,0.089590183,48,0,0.004679906,16666.0,5,0,0,0,0.0
20614,0,0.034289216,61,0,0.141802522,16254.0,5,0,1,0,0.0
70338,0,0.122042827,52,0,0.180285005,7648.0,6,0,2,0,0.0
108756,0,0.029731495,65,1,0.26021884,7950.0,8,0,2,0,2.0
115452,0,0.019782911,62,0,0.066296784,10633.0,8,0,1,0,2.0
81414,0,0.641143502,30,0,0.647741475,5600.0,6,0,2,0,0.0
8267,1,0.49366514,34,1,0.419942077,7250.0,10,0,2,0,0.0
90602,0,0.300032816,38,0,899.0,0.0,6,0,1,1,0.0
31334,0,0.704912383,55,0,0.658108108,5919.0,12,0,2,0,0.0
95810,0,0.510094557,30,0,0.653621982,1200.0,7,0,1,0,0.0
11033,0,0.014226321,75,0,0.019175455,1042.0,5,0,0,0,0.0
135475,0,0.329492429,30,0,0.290141972,5000.0,6,0,0,0,1.0
39058,0,0.379160043,37,0,0.340506867,7062.0,5,1,2,0,0.0
139867,0,0.205106585,64,0,1.576263925,4667.0,24,0,1,0,0.0
116553,0,0.035627442,51,0,0.282819117,9917.0,7,0,1,0,2.0
147379,0,0.138126498,46,0,0.176647672,9300.0,9,0,1,0,2.0
10435,0,0.114747131,77,0,137.0,,6,0,0,0,0.0
97794,1,0.739473314,40,0,0.487837388,6001.0,7,0,2,0,2.0
2105,0,0.118811275,57,0,0.117432215,16153.0,8,0,1,0,1.0
53660,0,0.9999999,41,0,0.0,5000.0,0,0,0,0,2.0
50950,0,0.101258822,55,0,0.123281966,2400.0,6,0,0,0,0.0
115566,0,0.048719516,83,0,0.004332611,6000.0,4,0,0,0,1.0
47696,1,0.367848017,63,0,0.147442535,4828.0,5,1,0,0,1.0
34753,0,0.0,32,0,349.0,0.0,5,0,0,0,0.0
69356,0,0.034021123,46,0,0.012724381,4400.0,7,0,0,0,0.0
120206,0,0.273293689,58,0,0.622038687,4600.0,23,0,3,0,0.0
18600,0,0.018876862,80,0,0.01032989,3000.0,7,0,0,0,0.0
128068,0,0.9999999,27,0,0.09255079,3100.0,1,0,0,0,0.0
31998,0,0.122295439,47,0,1843.5,1.0,18,0,1,0,3.0
77519,0,0.538413492,47,0,25.0,,14,0,0,0,
137652,0,0.012927648,73,0,0.00132908,3761.0,2,0,0,0,0.0
136423,0,0.447596053,48,0,1.086550183,2460.0,12,0,1,0,3.0
2610,0,0.709651614,49,1,0.678601166,1200.0,3,0,0,0,0.0
